metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1017.183000,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1017.957100,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,14.809600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,14.809600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,17.225200,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,17.182600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.042600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1024.269300,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,13.657300,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.752500,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.752500,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,13.657300,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1014.994900,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,9.838600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.064300,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,9.774300,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,9.732400,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,9.732400,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1026.665000,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,39.369600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.526300,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,39.369600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1040.373900,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,32.729500,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,25.584900,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,7.144600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1025.433900,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,51.874700,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,51.874700,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,47.722600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,47.722600,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,51.648100,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,2.524000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,1.960700,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.563300,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,51.084800,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1051.135100,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,36.148400,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,36.148400,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_duration,1694927827,37.150200,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_blocked,1694927827,3.111900,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_connecting,1694927827,3.111900,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_tls_handshaking,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_sending,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_waiting,1694927827,37.150200,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_receiving,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
http_req_failed,1694927827,0.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
checks,1694927827,1.000000,is status 200,,,,,,,,default,,,,,,,
checks,1694927827,1.000000,is successfully logged in,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1049.355500,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
data_sent,1694927827,204.000000,,,,,,,,,default,,,,,,,
data_received,1694927827,615.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694927827,1045.304300,,,,,,,,,default,,,,,,,
iterations,1694927827,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694927827,1.000000,,,,true,,POST,http://localhost:3000/user/auth/login,HTTP/1.1,default,,200,,,http://localhost:3000/user/auth/login,,
